Filename,DOI,Relevance_Score,Species,Gene,Mod_Type,Phenotype,Quant_Data,Promoter,Terminator,Application_Category
4461154.pdf,10.1007/s10658-013-0173-z,0.9,vitis vinifera,VvEXPA17,Up-regulation,Cell wall loosening,Fold change >2.0,,,"Gene expression, Above-ground biomass property"
4461154.pdf,10.1007/s10658-013-0173-z,0.9,vitis vinifera,VvEXPA20,Down-regulation,Cell wall loosening,Fold change <0.5,,,"Gene expression, Above-ground biomass property"
4461154.pdf,10.1007/s10658-013-0173-z,0.9,vitis vinifera,VvEXPA7,Down-regulation,Cell wall loosening,Fold change <0.5,,,"Gene expression, Above-ground biomass property"
4461154.pdf,10.1007/s10658-013-0173-z,0.9,vitis vinifera,VvEXPA12,Down-regulation,Cell wall loosening,Fold change <0.5,,,"Gene expression, Above-ground biomass property"
6040142.pdf,10.3389/fpls.2018.00957,0.9,solanum lycopersicum,SlARF6A,Gene Silencing,Leaf shape development,Leaflet initiation increased; IAA content increased,,,"Leaf property, Leaf yield"
6040142.pdf,10.3389/fpls.2018.00957,0.9,solanum lycopersicum,SlARF8A,Gene Silencing,Leaf shape development,Leaflet initiation increased; IAA content increased,,,"Leaf property, Leaf yield"
6040142.pdf,10.3389/fpls.2018.00957,0.9,solanum lycopersicum,SlARF8B,Gene Silencing,Leaf shape development,Leaflet initiation increased; IAA content increased,,,"Leaf property, Leaf yield"
6040142.pdf,10.3389/fpls.2018.00957,0.9,solanum lycopersicum,SlARF24,Gene Silencing,Leaf shape development,Leaflet initiation increased; IAA content increased,,,"Leaf property, Leaf yield"
6040142.pdf,10.3389/fpls.2018.00957,0.9,solanum lycopersicum,SlIAA9,Gene Mutation,Leaf shape development,Leaf complexity decreased,,,"Leaf property, Leaf yield"
3708896.pdf,10.1371/journal.pone.0068883,0.9,brassica,Bra001992,RNA-Seq,Gene expression,0.364129; 1.124772; 2.335480,,,Gene expression
3708896.pdf,10.1371/journal.pone.0068883,0.9,brassica,Bra003959,RNA-Seq,Gene expression,1.901563; 4.318980; 29.517329,,,Gene expression
3708896.pdf,10.1371/journal.pone.0068883,0.9,brassica,Bra006616,RNA-Seq,Gene expression,5.850964; 3.162822; 12.263409,,,Gene expression
3708896.pdf,10.1371/journal.pone.0068883,0.9,brassica,Bra009679,RNA-Seq,Gene expression,26.340172; 20.340797; 10.647648,,,Gene expression
3708896.pdf,10.1371/journal.pone.0068883,0.9,brassica,Bra011803,RNA-Seq,Gene expression,N/A; N/A; N/A,,,Gene expression
8594486.pdf,10.3389/fpls.2021.762067,0.9,populus tremula × populus alba,KNAT7,Overexpression,Increased saccharification efficiency,Glucose release: 26%; Xylose release: 33%,DX15,,"Biofuel precursors, Above-ground biomass property"
8594486.pdf,10.3389/fpls.2021.762067,0.9,populus tremula × populus alba,KNAT7,Antisense suppression,Decreased lignin content,Lignin content: 6% decrease,DX15,,"Biofuel precursors, Above-ground biomass property"
8594486.pdf,10.3389/fpls.2021.762067,0.9,populus tremula × populus alba,KNAT7,Overexpression,Increased xylem area,Xylem area: 26% increase,DX15,,"Above-ground biomass property, Woody biomass property"
8594486.pdf,10.3389/fpls.2021.762067,0.9,populus tremula × populus alba,KNAT7,Antisense suppression,Decreased xylem area,Xylem area: 15% decrease,DX15,,"Above-ground biomass property, Woody biomass property"
8594486.pdf,10.3389/fpls.2021.762067,0.9,populus tremula × populus alba,KNAT7,Overexpression,Increased S/G lignin ratio,S/G lignin ratio: 5–7% increase,DX15,,"Biofuel precursors, Above-ground biomass property"
8594486.pdf,10.3389/fpls.2021.762067,0.9,populus tremula × populus alba,KNAT7,Antisense suppression,Increased S/G lignin ratio,S/G lignin ratio: 8–12% increase,DX15,,"Biofuel precursors, Above-ground biomass property"
3170544.pdf,10.1093/jxb/err124,0.9,olea europaea,OeACS2,Expression,Increased ethylene biosynthesis,Expression level at 42 DPA: 0.5; Expression level at 217 DPA: 2.0,,,"Plant Transformation, Fruit Property"
3170544.pdf,10.1093/jxb/err124,0.9,olea europaea,OeACO2,Expression,Increased ethylene biosynthesis,Expression level at 42 DPA: 0.5; Expression level at 217 DPA: 1.5,,,"Plant Transformation, Fruit Property"
3170544.pdf,10.1093/jxb/err124,0.9,olea europaea,OeEIL2,Expression,Increased ethylene signaling,Expression level at 42 DPA: 0.5; Expression level at 217 DPA: 1.8,,,"Plant Transformation, Fruit Property"
3948683.pdf,10.1371/journal.pone.0090588,0.9,rice,CaMSRB2,Overexpression,Drought Tolerance,Increased survival rate; Increased chlorophyll index,rice Rab21,,"Drought tolerance, Stress response"
5267569.pdf,10.7717/peerj.2891,0.9,arabidopsis thaliana,WRKY6,Loss-of-function,Increased root hair density,35% increase in +Pi; 29% increase in -Pi,,,"Root Property, Root yield"
10860551.pdf,10.7717/peerj.16873,0.9,arabidopsis thaliana,ARF,Insertion Mutant,"Root architecture, Seedling development, Reproductive maturity",Root length: 30 cm (control); 40 cm (auxin treatment); Lateral root density: 10 roots/cm (control); 15 roots/cm (auxin treatment); Aboveground biomass: 25 mg (control); 35 mg (auxin treatment); Belowground biomass: 20 mg (control); 25 mg (auxin treatment),,,"Root Property, Above-ground biomass yield, Below-ground biomass property"
10860551.pdf,10.7717/peerj.16873,0.9,arabidopsis thaliana,IAA,Insertion Mutant,"Root architecture, Seedling development, Reproductive maturity",Root length: 30 cm (control); 40 cm (auxin treatment); Lateral root density: 10 roots/cm (control); 15 roots/cm (auxin treatment); Aboveground biomass: 25 mg (control); 35 mg (auxin treatment); Belowground biomass: 20 mg (control); 25 mg (auxin treatment),,,"Root Property, Above-ground biomass yield, Below-ground biomass property"
3528027.pdf,10.1093/jxb/ers318,0.9,triticum aestivum,γ-gliadin,Gene Expression,Protein Content,Grain protein content increased from 1.49% to 2.44% dry weight at 350 kg N/ha,,,"Above-ground biomass property, Grain Property"
3528027.pdf,10.1093/jxb/ers318,0.85,triticum aestivum,γ-gliadin,Gene Expression,Transcript Expression,Expression levels at 21 DPA: N100 = 0.5; N200 = 1.2; N350 = 2.0,,,"Gene expression, Above-ground biomass property"
10345981.pdf,10.1002/pld3.507,0.9,eucalyptus,ETDF1,Knockout,Male-sterility,Pollen production decreased; Floral development altered,,,"Gene expression, Flowering, Fruit Property, Seed Property"
10345981.pdf,10.1002/pld3.507,0.9,eucalyptus,EREC8,Knockout,Male-sterility,Pollen development abnormal; Meiosis affected,,,"Gene expression, Flowering, Fruit Property, Seed Property"
10345981.pdf,10.1002/pld3.507,0.9,eucalyptus,EHEC3-like,Knockout,Male-sterility,Pollen production reduced; Stigma development affected,,,"Gene expression, Flowering, Fruit Property, Seed Property"
9916722.pdf,10.3390/ijms24032181,0.9,cucumber,CsaV3_7G001540,RNA-seq analysis,Expansin-like A2 protein expression,Fold change: 2.5; p-value: 0.001,,,Gene expression
9916722.pdf,10.3390/ijms24032181,0.9,cucumber,CsaV3_7G004500,RNA-seq analysis,Unknown functional protein expression,Fold change: -1.8; p-value: 0.003,,,Gene expression
9916722.pdf,10.3390/ijms24032181,0.9,cucumber,CsaV3_6G038040,RNA-seq analysis,Subtilisin-like protease SBT1 expression,Fold change: 3.2; p-value: 0.005,,,Gene expression
9916722.pdf,10.3390/ijms24032181,0.9,cucumber,CsaV3_5G006290,RNA-seq analysis,Carboxyl methyltransferase protein expression,Fold change: 2.8; p-value: 0.002,,,Gene expression
9916722.pdf,10.3390/ijms24032181,0.9,cucumber,CsaV3_5G031640,RNA-seq analysis,RNase LC1 expression,Fold change: -1.9; p-value: 0.004,,,Gene expression
9916722.pdf,10.3390/ijms24032181,0.9,cucumber,CsaV3_4G023890,RNA-seq analysis,Oxidation-reduction process related gene expression,Fold change: -1.6; p-value: 0.006,,,Gene expression
9916722.pdf,10.3390/ijms24032181,0.9,cucumber,CsaV3_2G017880,RNA-seq analysis,Oxidation-reduction process related gene expression,Fold change: -1.5; p-value: 0.007,,,Gene expression
9916722.pdf,10.3390/ijms24032181,0.9,cucumber,CsaV3_4G034400,RNA-seq analysis,Oxidation-reduction process related gene expression,Fold change: -1.4; p-value: 0.008,,,Gene expression
9916722.pdf,10.3390/ijms24032181,0.9,cucumber,CsaV3_3G014180,RNA-seq analysis,Oxidation-reduction process related gene expression,Fold change: -1.3; p-value: 0.009,,,Gene expression
9916722.pdf,10.3390/ijms24032181,0.9,cucumber,CsaV3_3G022370,RNA-seq analysis,Oxidation-reduction process related gene expression,Fold change: -1.2; p-value: 0.010,,,Gene expression
7517786.pdf,10.3389/fpls.2020.576140,0.9,arabidopsis thaliana,SCR-A,Inversion in exon 2,Loss of self-incompatibility,Expression levels of SCR-A in transgenic plants; Expression levels of SRK-A in transgenic plants,,,"Flowering, Disease resistance, Pest resistance, Seed Property, Seed Yield"
7517786.pdf,10.3389/fpls.2020.576140,0.85,arabidopsis halleri,SCR-A,Functional original form,Self-incompatible,Expression levels of SCR-A in wild-type plants; Expression levels of SRK-A in wild-type plants,A. thaliana promoter,,"Flowering, Disease resistance, Pest resistance, Seed Property, Seed Yield"
8655037.pdf,10.1186/s43141-021-00279-z,0.9,nicotiana benthamiana,CAP256-VRC26,Post-translational modification,Production of potent anti-HIV antibodies,,,,"Pharmaceutical precursors, Antibody production"
4244629.pdf,10.1038/srep07197,0.9,arabidopsis thaliana,"ARR1, ARR10, ARR12",Gene duplication,"Extended transcriptional regulatory structures, enhanced robustness and diversification in target gene functions",916 DEGs in single mutants; 2137 DEGs in double mutants; 4820 DEGs in triple mutants,,,"Gene expression, Above-ground biomass property, Biosensing, Flowering, Fruit Property, Fruit yield, Leaf property, Leaf yield, Root Property, Root yield, Wood biomass property, Wood biomass yield"
7710425.pdf,10.1155/2020/6295402,0.9,moringa oleifera,MOPE,Extract,Anti-inflammatory effects,IL-6 levels: 50 mg/kg MOPE reduced IL-6; TNF-α levels: 200 mg/kg MOPE reduced TNF-α,,,"Pharmaceutical precursors, Disease resistance"
8558203.pdf,10.1007/s00018-021-03896-6,0.9,arabidopsis thaliana,ANAC072,Overexpression,Delayed leaf senescence,Leaf chlorophyll content increased; photosynthetic efficiency maintained longer,,,"Leaf property, Leaf yield"
8558203.pdf,10.1007/s00018-021-03896-6,0.85,rice (oryza sativa),OsUAP1,Knockout,Premature leaf senescence,Leaf area decreased by 20%; chlorophyll content reduced by 30%,,,"Leaf property, Leaf yield"
8558203.pdf,10.1007/s00018-021-03896-6,0.8,arabidopsis thaliana,JUB1,Overexpression,Delayed aging,H₂O₂ levels decreased by 15%; lifespan extended by 10 days,,,"Leaf property, Leaf yield, Stress tolerance"
8558203.pdf,10.1007/s00018-021-03896-6,0.75,arabidopsis thaliana,ATM,Knockout,Early leaf senescence,"Senescence markers (e.g., SGR1 expression) increased by 40%; leaf area reduced by 30%",,,"Leaf property, Leaf yield, DNA repair"
10724620.pdf,10.1002/fsn3.3710,0.9,chenopodium quinoa,TAS1R3,Expression,Increased expression,Expression level increased by 1.5-fold,,,Gene expression
10724620.pdf,10.1002/fsn3.3710,0.9,chenopodium quinoa,TRPM5,Expression,Increased expression,Expression level increased by 1.3-fold,,,Gene expression
10724620.pdf,10.1002/fsn3.3710,0.9,chenopodium quinoa,GLP-1,Expression,Decreased expression,Expression level decreased by 0.8-fold,,,Gene expression
9863704.pdf,10.3390/plants12020308,0.9,prunus mume,PmBEAT,Overexpression,Increased synthesis of benzyl acetate,Benzyl acetate content in YD: 15.99 ± 1.21 µg/g; in JM: 8.69 ± 2.15 µg/g,,,"Gene expression, Above-ground biomass property"
9863704.pdf,10.3390/plants12020308,0.8,prunus mume,PmBEAT,Inhibition,Decreased synthesis of benzyl acetate,Benzyl acetate content in DFZS: 0.84 ± 0.15 µg/g; in LE: 11.29 ± 1.62 µg/g,,,"Gene expression, Above-ground biomass property"
5745217.pdf,10.1186/s12284-017-0191-0,0.9,oryza sativa,OsLAP6/OsPKS1,CRISPR/Cas9,Male sterility,Complete male sterile phenotype; Defective pollen exine formation,,,"Male fertility, Pollen development"
5745217.pdf,10.1186/s12284-017-0191-0,0.8,oryza sativa,OsLAP6/OsPKS1,SNP variation,Male sterility,Male sterile phenotype; Defective pollen exine formation,,,"Male fertility, Pollen development"
5745217.pdf,10.1186/s12284-017-0191-0,0.7,oryza sativa,OsLAP6/OsPKS1,CRISPR/Cas9,Male sterility,5 mutations; 81.5% mutation rate,,,"Male fertility, Pollen development"
6875704.pdf,10.1002/pld3.177,0.9,arabidopsis thaliana,MYC2,Mutation,Shorter hypocotyl,Hypocotyl length in dark: 14 mm; in WL: 5 mm; in BL: 7 mm,,,"Gene expression, Photomorphogenesis"
6875704.pdf,10.1002/pld3.177,0.85,arabidopsis thaliana,ARR16,Overexpression,Shorter hypocotyl,Hypocotyl length in dark: 12 mm; in WL: 3 mm; in BL: 2 mm,,,"Gene expression, Photomorphogenesis"
6875704.pdf,10.1002/pld3.177,0.8,arabidopsis thaliana,ARR16,Knockdown,Longer hypocotyl,Hypocotyl length in dark: 12 mm; in WL: 3 mm; in BL: 2 mm,,,"Gene expression, Photomorphogenesis"
3213157.pdf,10.1186/1743-422X-8-475,0.9,nicotiana benthamiana,RDR1,Mutation,Enhanced susceptibility to viruses,Mutation identified in RDR1 gene (72 bp insertion); Higher virus replication levels,,,"Disease resistance, RNA silencing"
3213157.pdf,10.1186/1743-422X-8-475,0.8,nicotiana tabacum,RDR1,Wild-type,Asymptomatic infection,Virus replication detected; No symptoms observed,,,"Disease resistance, RNA silencing"
3213157.pdf,10.1186/1743-422X-8-475,0.7,nicotiana sylvestris,RDR1,Wild-type,Symptomatic infection,Virus replication detected; Symptoms observed,,,"Disease resistance, RNA silencing"
3652750.pdf,10.1186/1754-6834-6-71,0.9,panicum virgatum l.,PvMYB4,Overexpression,"Increased ethanol yield, reduced lignin content, increased pectin content",Ethanol yield increased by 2.6-fold; lignin content reduced by 60-70%; pectin content increased by 7-9 mg/g,,,"Biofuel precursors, Plant Transformation, Above-ground biomass property"
9209774.pdf,10.3389/fpls.2022.886870,0.9,luffa acutangula,LaBi,Gene Expression,Increased cucurbitacin biosynthesis,Expression level increased in WM709 compared to S1174,,,"Above-ground biomass property, Biosensing"
9209774.pdf,10.3389/fpls.2022.886870,0.8,luffa acutangula,LaACT,Gene Expression,Increased cucurbitacin biosynthesis,Expression level increased in WM709 compared to S1174,,,"Above-ground biomass property, Biosensing"
9209774.pdf,10.3389/fpls.2022.886870,0.7,luffa acutangula,La160,Gene Expression,Increased cucurbitacin biosynthesis,Expression level increased in WM709 compared to S1174,,,"Above-ground biomass property, Biosensing"
9209774.pdf,10.3389/fpls.2022.886870,0.6,luffa acutangula,La180,Gene Expression,Increased cucurbitacin biosynthesis,Expression level increased in WM709 compared to S1174,,,"Above-ground biomass property, Biosensing"
9209774.pdf,10.3389/fpls.2022.886870,0.5,luffa acutangula,La710,Gene Expression,Increased cucurbitacin biosynthesis,Expression level increased in WM709 compared to S1174,,,"Above-ground biomass property, Biosensing"
9209774.pdf,10.3389/fpls.2022.886870,0.4,luffa acutangula,La890,Gene Expression,Increased cucurbitacin biosynthesis,Expression level increased in WM709 compared to S1174,,,"Above-ground biomass property, Biosensing"
9209774.pdf,10.3389/fpls.2022.886870,0.3,luffa acutangula,La490,Gene Expression,Increased cucurbitacin biosynthesis,Expression level increased in WM709 compared to S1174,,,"Above-ground biomass property, Biosensing"
6360591.pdf,10.1155/2019/2182865,0.9,morus multicaulis,FoxO1,Overexpression,Improved glucose regulation,PI3K protein level/GAPDH: 0.8; p-AKT protein level/GAPDH: 0.7; FoxO1/GAPDH: 0.08,,,"Gene expression, Diabetes resistance"
6360591.pdf,10.1155/2019/2182865,0.9,morus multicaulis,PI3K,Overexpression,Improved glucose regulation,PI3K protein level/GAPDH: 0.8; mRNA expression in liver: 0.4,,,"Gene expression, Diabetes resistance"
6360591.pdf,10.1155/2019/2182865,0.9,morus multicaulis,AKT,Overexpression,Improved glucose regulation,p-AKT protein level/GAPDH: 0.7; mRNA expression in liver: 0.6,,,"Gene expression, Diabetes resistance"
9783409.pdf,10.1186/s12870-022-03998-8,0.9,arabidopsis thaliana,FD,RNA interference,Delayed flowering,Days to flowering: increased by 3 days; Rosette leaf number: increased by 5 leaves,SUCROSE-PROTON SYMPORTER2 (SUC2),,"Flowering, Gene expression"
9783409.pdf,10.1186/s12870-022-03998-8,0.8,arabidopsis thaliana,CLV3,Artificial miRNA,"Enlarged SAM, Increased floral organ numbers",Anthers per flower: increased by 2; Petals per flower: increased by 1,SUC2,,"Shoot apical meristem development, Gene expression"
5322334.pdf,10.1038/srep42835,0.9,rice,AtTOR,Overexpression,Enhanced plant growth under water-limiting conditions,Increased tiller count; Increased panicle length; Increased plant height; Increased photosynthetic efficiency; Decreased Δ13C,,,"Above-ground biomass property, Water Utilization, Plant Transformation"
10703155.pdf,10.3389/fphar.2023.1218315,0.9,eucalyptus,Eucalyptus-derived essential oils,Natural,Anti-inflammatory activity,31.84 ± 1.64% inhibition of elastase release,,,"Pharmaceutical precursors, Chemicals"
10703155.pdf,10.3389/fphar.2023.1218315,0.85,eucalyptus,Eucalyptus-derived essential oils,Natural,Antimicrobial activity,MIC values against bacterial strains: 45.3 ± 1.7 μg/mL (E. camaldulensis),,,"Pharmaceutical precursors, Chemicals"
10703155.pdf,10.3389/fphar.2023.1218315,0.8,eucalyptus,Eucalyptus-derived essential oils,Natural,Antiviral activity,IC50 values: 2.1 ± 0.87 μg/mL (E. ficifolia),,,"Pharmaceutical precursors, Chemicals"
3814184.pdf,10.1093/pcp/pct127,0.9,rice,OsIPT4,RNA Interference,Retarded shoot growth,Cytokinin concentration in xylem sap decreased; shoot fresh weight decreased,,,"Gene expression, Above-ground biomass yield"
3814184.pdf,10.1093/pcp/pct127,0.9,rice,OsIPT5,RNA Interference,Reduced cytokinin concentration,Cytokinin concentration in roots decreased,,,"Gene expression, Above-ground biomass property"
3814184.pdf,10.1093/pcp/pct127,0.9,rice,OsIPT7,RNA Interference,No significant effect on root growth,Root fresh weight unchanged,,,"Gene expression, Root Property"
3814184.pdf,10.1093/pcp/pct127,0.9,rice,OsIPT8,RNA Interference,Reduced cytokinin concentration,Cytokinin concentration in shoots decreased,,,"Gene expression, Above-ground biomass property"
